Номер операции,Время(нс),Количество операций
3801 , 400 , 12
3802 , 400 , 13
3803 , 400 , 13
3804 , 500 , 10
3805 , 500 , 7
3806 , 400 , 8
3807 , 700 , 11
3808 , 500 , 10
3809 , 800 , 21
3810 , 500 , 14
3811 , 800 , 16
3812 , 400 , 12
3813 , 500 , 11
3814 , 500 , 11
3815 , 400 , 10
3816 , 400 , 11
3817 , 600 , 16
3818 , 600 , 10
3819 , 2100 , 14
3820 , 600 , 8
3821 , 400 , 5
3822 , 400 , 9
3823 , 400 , 9
3824 , 600 , 11
3825 , 600 , 12
3826 , 600 , 8
3827 , 500 , 13
3828 , 700 , 9
3829 , 500 , 8
3830 , 800 , 12
3831 , 600 , 6
3832 , 400 , 9
3833 , 400 , 12
3834 , 400 , 10
3835 , 800 , 17
3836 , 400 , 10
3837 , 600 , 10
3838 , 400 , 10
3839 , 400 , 12
3840 , 600 , 17
3841 , 800 , 14
3842 , 400 , 9
3843 , 500 , 12
3844 , 400 , 11
3845 , 4800 , 9
3846 , 500 , 7
3847 , 500 , 14
3848 , 800 , 13
3849 , 600 , 14
3850 , 500 , 8
3851 , 600 , 12
3852 , 500 , 11
3853 , 700 , 14
3854 , 600 , 9
3855 , 500 , 13
3856 , 800 , 13
3857 , 500 , 10
3858 , 400 , 11
3859 , 500 , 9
3860 , 400 , 14
3861 , 600 , 12
3862 , 700 , 19
3863 , 500 , 4
3864 , 300 , 8
3865 , 300 , 12
3866 , 500 , 10
3867 , 400 , 15
3868 , 500 , 14
3869 , 400 , 9
3870 , 800 , 20
3871 , 500 , 17
3872 , 500 , 13
3873 , 400 , 8
3874 , 700 , 14
3875 , 700 , 9
3876 , 500 , 5
3877 , 300 , 6
3878 , 600 , 14
3879 , 700 , 15
3880 , 400 , 12
3881 , 600 , 14
3882 , 500 , 6
3883 , 600 , 7
3884 , 400 , 11
3885 , 300 , 8
3886 , 500 , 18
3887 , 400 , 8
3888 , 700 , 8
3889 , 500 , 11
3890 , 1100 , 14
3891 , 700 , 9
3892 , 400 , 1
3893 , 300 , 8
3894 , 500 , 7
3895 , 500 , 11
3896 , 500 , 12
3897 , 500 , 9
3898 , 400 , 7
3899 , 400 , 11
3900 , 500 , 10
3901 , 500 , 5
3902 , 500 , 14
3903 , 300 , 11
3904 , 400 , 11
3905 , 500 , 11
3906 , 400 , 14
3907 , 400 , 11
3908 , 400 , 6
3909 , 500 , 11
3910 , 400 , 11
3911 , 300 , 10
3912 , 400 , 9
3913 , 600 , 10
3914 , 400 , 13
3915 , 700 , 7
3916 , 400 , 14
3917 , 300 , 8
3918 , 400 , 12
3919 , 500 , 5
3920 , 500 , 12
3921 , 500 , 11
3922 , 900 , 12
3923 , 300 , 8
3924 , 400 , 3
3925 , 1200 , 18
3926 , 700 , 10
3927 , 500 , 14
3928 , 400 , 13
3929 , 400 , 10
3930 , 500 , 14
3931 , 400 , 6
3932 , 400 , 9
3933 , 700 , 12
3934 , 500 , 13
3935 , 400 , 15
3936 , 700 , 8
3937 , 600 , 11
3938 , 400 , 13
3939 , 600 , 14
3940 , 600 , 10
3941 , 400 , 6
3942 , 300 , 9
3943 , 600 , 17
3944 , 400 , 13
3945 , 300 , 8
3946 , 600 , 13
3947 , 400 , 15
3948 , 600 , 11
3949 , 800 , 16
3950 , 400 , 11
3951 , 400 , 7
3952 , 300 , 9
3953 , 400 , 9
3954 , 500 , 11
3955 , 300 , 11
3956 , 800 , 11
3957 , 300 , 5
3958 , 500 , 11
3959 , 400 , 14
3960 , 500 , 15
3961 , 400 , 8
3962 , 600 , 13
3963 , 900 , 17
3964 , 400 , 9
3965 , 300 , 3
3966 , 400 , 9
3967 , 400 , 11
3968 , 600 , 12
3969 , 500 , 11
3970 , 500 , 10
3971 , 800 , 19
3972 , 400 , 5
3973 , 400 , 11
3974 , 500 , 8
3975 , 1000 , 9
3976 , 700 , 13
3977 , 400 , 6
3978 , 500 , 7
3979 , 900 , 14
3980 , 500 , 16
3981 , 300 , 8
3982 , 400 , 12
3983 , 500 , 9
3984 , 300 , 10
3985 , 400 , 6
3986 , 400 , 9
3987 , 400 , 7
3988 , 400 , 12
3989 , 2900 , 16
3990 , 400 , 10
3991 , 900 , 15
3992 , 800 , 13
3993 , 300 , 8
3994 , 400 , 10
3995 , 400 , 9
3996 , 700 , 9
3997 , 500 , 7
3998 , 400 , 12
3999 , 400 , 11
4000 , 300 , 4
4001 , 600 , 14
4002 , 300 , 9
4003 , 400 , 11
4004 , 400 , 8
4005 , 500 , 9
4006 , 600 , 20
4007 , 500 , 14
4008 , 500 , 10
4009 , 400 , 8
4010 , 400 , 10
4011 , 400 , 10
4012 , 700 , 15
4013 , 400 , 7
4014 , 500 , 11
4015 , 400 , 7
4016 , 600 , 10
4017 , 700 , 11
4018 , 500 , 10
4019 , 700 , 13
4020 , 500 , 9
4021 , 500 , 10
4022 , 700 , 13
4023 , 5900 , 19
4024 , 700 , 13
4025 , 300 , 7
4026 , 400 , 9
4027 , 500 , 11
4028 , 300 , 9
4029 , 400 , 10
4030 , 500 , 11
4031 , 400 , 11
4032 , 600 , 11
4033 , 600 , 12
4034 , 400 , 10
4035 , 400 , 6
4036 , 300 , 8
4037 , 500 , 7
4038 , 700 , 11
4039 , 700 , 13
4040 , 800 , 17
4041 , 700 , 13
4042 , 700 , 16
4043 , 500 , 12
4044 , 900 , 15
4045 , 600 , 17
4046 , 500 , 9
4047 , 500 , 12
4048 , 700 , 9
4049 , 600 , 7
4050 , 600 , 10
4051 , 300 , 5
4052 , 500 , 10
4053 , 600 , 11
4054 , 600 , 10
4055 , 300 , 10
4056 , 400 , 7
4057 , 300 , 8
4058 , 400 , 10
4059 , 500 , 9
4060 , 300 , 9
4061 , 7300 , 11
4062 , 500 , 11
4063 , 700 , 15
4064 , 500 , 11
4065 , 900 , 10
4066 , 400 , 10
4067 , 800 , 15
4068 , 1200 , 17
4069 , 400 , 15
4070 , 500 , 10
4071 , 400 , 9
4072 , 300 , 5
4073 , 400 , 10
4074 , 400 , 7
4075 , 700 , 10
4076 , 300 , 8
4077 , 600 , 9
4078 , 700 , 13
4079 , 500 , 10
4080 , 600 , 10
4081 , 500 , 16
4082 , 500 , 10
4083 , 500 , 10
4084 , 700 , 9
4085 , 400 , 10
4086 , 500 , 11
4087 , 500 , 10
4088 , 600 , 13
4089 , 300 , 10
4090 , 600 , 10
4091 , 500 , 9
4092 , 800 , 9
4093 , 800 , 13
4094 , 1200 , 12
4095 , 700 , 9
4096 , 700 , 5
4097 , 900 , 10
4098 , 900 , 13
4099 , 1700 , 16
4100 , 7200 , 16
4101 , 400 , 10
4102 , 600 , 9
4103 , 600 , 12
4104 , 500 , 11
4105 , 800 , 17
4106 , 400 , 11
4107 , 600 , 10
4108 , 500 , 11
4109 , 600 , 15
4110 , 300 , 6
4111 , 500 , 9
4112 , 1300 , 17
4113 , 300 , 13
4114 , 400 , 10
4115 , 300 , 11
4116 , 300 , 6
4117 , 800 , 17
4118 , 400 , 10
4119 , 400 , 16
4120 , 700 , 9
4121 , 300 , 10
4122 , 500 , 13
4123 , 300 , 7
4124 , 700 , 6
4125 , 400 , 6
4126 , 400 , 9
4127 , 600 , 12
4128 , 400 , 9
4129 , 800 , 14
4130 , 300 , 10
4131 , 500 , 3
4132 , 600 , 11
4133 , 400 , 9
4134 , 900 , 22
4135 , 500 , 10
4136 , 500 , 11
4137 , 800 , 14
4138 , 500 , 13
4139 , 400 , 11
4140 , 400 , 6
4141 , 800 , 14
4142 , 500 , 10
4143 , 4100 , 15
4144 , 500 , 14
4145 , 500 , 13
4146 , 700 , 16
4147 , 500 , 14
4148 , 500 , 10
4149 , 500 , 8
4150 , 400 , 8
4151 , 400 , 15
4152 , 400 , 11
4153 , 700 , 7
4154 , 500 , 8
4155 , 400 , 10
4156 , 700 , 12
4157 , 400 , 11
4158 , 400 , 9
4159 , 400 , 7
4160 , 3200 , 12
4161 , 400 , 12
4162 , 400 , 11
4163 , 500 , 15
4164 , 700 , 12
4165 , 500 , 7
4166 , 800 , 10
4167 , 900 , 11
4168 , 900 , 16
4169 , 400 , 16
4170 , 500 , 10
4171 , 500 , 7
4172 , 500 , 11
4173 , 400 , 11
4174 , 500 , 12
4175 , 3100 , 8
4176 , 500 , 13
4177 , 500 , 15
4178 , 400 , 9
4179 , 300 , 8
4180 , 400 , 10
4181 , 500 , 9
4182 , 400 , 8
4183 , 3500 , 7
4184 , 400 , 15
4185 , 600 , 8
4186 , 400 , 17
4187 , 400 , 14
4188 , 700 , 14
4189 , 400 , 13
4190 , 500 , 9
4191 , 500 , 11
4192 , 900 , 12
4193 , 800 , 15
4194 , 600 , 11
4195 , 600 , 12
4196 , 500 , 12
4197 , 600 , 10
4198 , 600 , 16
4199 , 700 , 9
4200 , 1000 , 12
4201 , 500 , 7
4202 , 900 , 12
4203 , 800 , 17
4204 , 300 , 9
4205 , 500 , 9
4206 , 600 , 14
4207 , 500 , 8
4208 , 500 , 11
4209 , 700 , 12
4210 , 300 , 6
4211 , 400 , 10
4212 , 400 , 9
4213 , 400 , 6
4214 , 400 , 9
4215 , 900 , 15
4216 , 800 , 13
4217 , 400 , 7
4218 , 400 , 13
4219 , 600 , 11
4220 , 500 , 10
4221 , 800 , 11
4222 , 400 , 10
4223 , 400 , 13
4224 , 400 , 8
4225 , 900 , 13
4226 , 400 , 11
4227 , 400 , 12
4228 , 700 , 16
4229 , 700 , 16
4230 , 700 , 15
4231 , 400 , 15
4232 , 500 , 14
4233 , 500 , 10
4234 , 300 , 8
4235 , 400 , 16
4236 , 400 , 12
4237 , 400 , 7
4238 , 400 , 8
4239 , 500 , 9
4240 , 500 , 11
4241 , 600 , 16
4242 , 300 , 6
4243 , 400 , 13
4244 , 400 , 10
4245 , 400 , 11
4246 , 500 , 14
4247 , 400 , 12
4248 , 400 , 11
4249 , 600 , 10
4250 , 500 , 5
4251 , 400 , 11
4252 , 700 , 10
4253 , 300 , 4
4254 , 400 , 13
4255 , 600 , 9
4256 , 400 , 11
4257 , 700 , 5
4258 , 900 , 16
4259 , 400 , 9
4260 , 500 , 18
4261 , 800 , 13
4262 , 500 , 6
4263 , 600 , 13
4264 , 600 , 13
4265 , 600 , 14
4266 , 600 , 18
4267 , 400 , 8
4268 , 400 , 7
4269 , 300 , 7
4270 , 4200 , 14
4271 , 400 , 7
4272 , 500 , 10
4273 , 600 , 11
4274 , 500 , 6
4275 , 500 , 11
4276 , 600 , 15
4277 , 600 , 8
4278 , 1000 , 14
4279 , 700 , 11
4280 , 600 , 6
4281 , 600 , 14
4282 , 500 , 12
4283 , 500 , 8
4284 , 400 , 10
4285 , 500 , 12
4286 , 500 , 8
4287 , 500 , 13
4288 , 400 , 6
4289 , 600 , 7
4290 , 800 , 19
4291 , 500 , 14
4292 , 300 , 10
4293 , 800 , 17
4294 , 400 , 11
4295 , 500 , 9
4296 , 400 , 12
4297 , 700 , 11
4298 , 700 , 8
4299 , 500 , 9
4300 , 800 , 11
4301 , 300 , 6
4302 , 700 , 15
4303 , 500 , 12
4304 , 600 , 13
4305 , 400 , 11
4306 , 500 , 9
4307 , 400 , 5
4308 , 700 , 13
4309 , 300 , 9
4310 , 500 , 10
4311 , 300 , 5
4312 , 400 , 6
4313 , 600 , 10
4314 , 400 , 8
4315 , 500 , 10
4316 , 300 , 14
4317 , 700 , 12
4318 , 300 , 9
4319 , 400 , 13
4320 , 600 , 13
4321 , 500 , 11
4322 , 400 , 6
4323 , 400 , 7
4324 , 500 , 12
4325 , 2800 , 18
4326 , 500 , 14
4327 , 600 , 13
4328 , 400 , 11
4329 , 700 , 12
4330 , 500 , 9
4331 , 1500 , 9
4332 , 500 , 14
4333 , 800 , 10
4334 , 500 , 15
4335 , 400 , 12
4336 , 500 , 10
4337 , 500 , 11
4338 , 900 , 16
4339 , 500 , 17
4340 , 600 , 16
4341 , 600 , 9
4342 , 400 , 10
4343 , 400 , 11
4344 , 400 , 11
4345 , 500 , 9
4346 , 400 , 11
4347 , 300 , 9
4348 , 500 , 6
4349 , 400 , 12
4350 , 300 , 7
4351 , 300 , 8
4352 , 900 , 13
4353 , 400 , 11
4354 , 300 , 11
4355 , 300 , 9
4356 , 300 , 12
4357 , 200 , 9
4358 , 800 , 10
4359 , 5600 , 15
4360 , 500 , 14
4361 , 400 , 5
4362 , 300 , 6
4363 , 400 , 10
4364 , 400 , 9
4365 , 300 , 16
4366 , 300 , 9
4367 , 500 , 9
4368 , 400 , 9
4369 , 500 , 12
4370 , 800 , 15
4371 , 700 , 14
4372 , 700 , 11
4373 , 900 , 18
4374 , 400 , 10
4375 , 500 , 10
4376 , 300 , 5
4377 , 600 , 15
4378 , 500 , 12
4379 , 500 , 8
4380 , 800 , 16
4381 , 400 , 16
4382 , 500 , 8
4383 , 500 , 11
4384 , 500 , 11
4385 , 300 , 6
4386 , 500 , 12
4387 , 500 , 10
4388 , 400 , 7
4389 , 700 , 15
4390 , 600 , 10
4391 , 400 , 12
4392 , 500 , 5
4393 , 600 , 13
4394 , 500 , 12
4395 , 600 , 10
4396 , 400 , 7
4397 , 500 , 7
4398 , 600 , 10
4399 , 300 , 9
4400 , 500 , 7
4401 , 300 , 12
4402 , 400 , 8
4403 , 4600 , 11
4404 , 1500 , 11
4405 , 2000 , 9
4406 , 1200 , 8
4407 , 800 , 11
4408 , 800 , 17
4409 , 900 , 16
4410 , 700 , 11
4411 , 1400 , 16
4412 , 900 , 10
4413 , 1500 , 15
4414 , 400 , 14
4415 , 1100 , 7
4416 , 600 , 11
4417 , 800 , 8
4418 , 800 , 12
4419 , 700 , 13
4420 , 500 , 4
4421 , 800 , 11
4422 , 600 , 14
4423 , 600 , 9
4424 , 700 , 10
4425 , 700 , 18
4426 , 500 , 9
4427 , 600 , 10
4428 , 400 , 12
4429 , 600 , 10
4430 , 600 , 14
4431 , 700 , 12
4432 , 500 , 8
4433 , 500 , 6
4434 , 600 , 12
4435 , 1200 , 12
4436 , 500 , 13
4437 , 700 , 13
4438 , 236500 , 11
4439 , 1200 , 12
4440 , 800 , 13
4441 , 1300 , 15
4442 , 600 , 12
4443 , 700 , 8
4444 , 600 , 8
4445 , 700 , 13
4446 , 600 , 8
4447 , 500 , 12
4448 , 600 , 15
4449 , 600 , 8
4450 , 900 , 13
4451 , 700 , 13
4452 , 6600 , 12
4453 , 600 , 15
4454 , 500 , 17
4455 , 500 , 11
4456 , 800 , 5
4457 , 600 , 16
4458 , 600 , 17
4459 , 500 , 9
4460 , 800 , 10
4461 , 700 , 7
4462 , 600 , 9
4463 , 800 , 8
4464 , 1400 , 17
4465 , 800 , 14
4466 , 600 , 12
4467 , 700 , 14
4468 , 500 , 15
4469 , 600 , 9
4470 , 600 , 11
4471 , 400 , 10
4472 , 500 , 14
4473 , 600 , 7
4474 , 600 , 13
4475 , 600 , 11
4476 , 700 , 8
4477 , 500 , 5
4478 , 500 , 12
4479 , 700 , 16
4480 , 500 , 8
4481 , 600 , 8
4482 , 600 , 14
4483 , 600 , 8
4484 , 500 , 6
4485 , 1000 , 22
4486 , 500 , 6
4487 , 600 , 7
4488 , 800 , 14
4489 , 900 , 11
4490 , 800 , 14
4491 , 500 , 9
4492 , 600 , 16
4493 , 700 , 4
4494 , 600 , 6
4495 , 1300 , 14
4496 , 400 , 15
4497 , 800 , 7
4498 , 600 , 11
4499 , 600 , 12
4500 , 500 , 4
4501 , 5700 , 6
4502 , 500 , 15
4503 , 600 , 11
4504 , 600 , 4
4505 , 5500 , 11
4506 , 600 , 18
4507 , 600 , 13
4508 , 500 , 11
4509 , 400 , 9
4510 , 500 , 9
4511 , 500 , 8
4512 , 1100 , 15
4513 , 500 , 8
4514 , 400 , 7
4515 , 300 , 9
4516 , 800 , 15
4517 , 800 , 12
4518 , 600 , 15
4519 , 600 , 14
4520 , 600 , 11
4521 , 600 , 9
4522 , 500 , 13
4523 , 600 , 10
4524 , 500 , 7
4525 , 700 , 12
4526 , 600 , 10
4527 , 1000 , 9
4528 , 800 , 9
4529 , 600 , 9
4530 , 700 , 8
4531 , 600 , 12
4532 , 500 , 11
4533 , 600 , 5
4534 , 1000 , 16
4535 , 500 , 6
4536 , 700 , 11
4537 , 700 , 13
4538 , 600 , 15
4539 , 1100 , 14
4540 , 500 , 9
4541 , 700 , 12
4542 , 700 , 14
4543 , 600 , 11
4544 , 900 , 9
4545 , 700 , 8
4546 , 800 , 8
4547 , 800 , 16
4548 , 700 , 10
4549 , 202100 , 13
4550 , 700 , 13
4551 , 500 , 6
4552 , 800 , 13
4553 , 500 , 6
4554 , 6900 , 8
4555 , 600 , 12
4556 , 500 , 11
4557 , 700 , 10
4558 , 500 , 13
4559 , 600 , 12
4560 , 900 , 16
4561 , 500 , 12
4562 , 600 , 12
4563 , 500 , 12
4564 , 400 , 10
4565 , 500 , 8
4566 , 900 , 13
4567 , 700 , 8
4568 , 400 , 13
4569 , 500 , 12
4570 , 900 , 12
4571 , 600 , 12
4572 , 500 , 15
4573 , 500 , 7
4574 , 600 , 8
4575 , 600 , 8
4576 , 600 , 6
4577 , 500 , 13
4578 , 500 , 13
4579 , 1100 , 15
4580 , 500 , 16
4581 , 800 , 10
4582 , 800 , 12
4583 , 900 , 10
4584 , 600 , 10
4585 , 600 , 11
4586 , 500 , 13
4587 , 500 , 11
4588 , 600 , 12
4589 , 900 , 12
4590 , 700 , 10
4591 , 600 , 8
4592 , 400 , 10
4593 , 700 , 12
4594 , 600 , 9
4595 , 1100 , 14
4596 , 1000 , 15
4597 , 400 , 9
4598 , 600 , 8
4599 , 1000 , 14
4600 , 600 , 6
4601 , 1000 , 14
4602 , 700 , 9
4603 , 400 , 9
4604 , 1000 , 16
4605 , 300 , 6
4606 , 500 , 10
4607 , 700 , 11
4608 , 2100 , 15
4609 , 700 , 12
4610 , 1400 , 14
4611 , 700 , 11
4612 , 700 , 8
4613 , 900 , 11
4614 , 500 , 10
4615 , 700 , 12
4616 , 1000 , 15
4617 , 600 , 12
4618 , 500 , 14
4619 , 600 , 15
4620 , 500 , 11
4621 , 400 , 8
4622 , 400 , 16
4623 , 500 , 13
4624 , 800 , 12
4625 , 1300 , 20
4626 , 1200 , 12
4627 , 800 , 10
4628 , 700 , 14
4629 , 600 , 13
4630 , 300 , 10
4631 , 600 , 5
4632 , 700 , 12
4633 , 6300 , 14
4634 , 500 , 15
4635 , 400 , 9
4636 , 500 , 12
4637 , 400 , 11
4638 , 400 , 8
4639 , 400 , 9
4640 , 500 , 10
4641 , 500 , 5
4642 , 900 , 13
4643 , 500 , 13
4644 , 400 , 13
4645 , 500 , 6
4646 , 700 , 14
4647 , 600 , 8
4648 , 500 , 5
4649 , 600 , 8
4650 , 700 , 11
4651 , 600 , 12
4652 , 500 , 8
4653 , 600 , 14
4654 , 600 , 13
4655 , 800 , 13
4656 , 500 , 7
4657 , 500 , 11
4658 , 300 , 9
4659 , 500 , 9
4660 , 400 , 15
4661 , 700 , 13
4662 , 700 , 15
4663 , 800 , 15
4664 , 400 , 9
4665 , 700 , 13
4666 , 400 , 10
4667 , 800 , 11
4668 , 900 , 12
4669 , 300 , 9
4670 , 500 , 11
4671 , 400 , 13
4672 , 2700 , 10
4673 , 500 , 9
4674 , 400 , 11
4675 , 500 , 8
4676 , 400 , 12
4677 , 600 , 13
4678 , 500 , 11
4679 , 1500 , 8
4680 , 500 , 11
4681 , 500 , 14
4682 , 4700 , 13
4683 , 600 , 15
4684 , 500 , 10
4685 , 500 , 9
4686 , 500 , 12
4687 , 500 , 10
4688 , 1700 , 13
4689 , 500 , 11
4690 , 500 , 7
4691 , 700 , 16
4692 , 700 , 12
4693 , 700 , 13
4694 , 300 , 11
4695 , 500 , 10
4696 , 400 , 12
4697 , 700 , 11
4698 , 600 , 14
4699 , 300 , 9
4700 , 700 , 15
4701 , 1000 , 15
4702 , 600 , 11
4703 , 800 , 12
4704 , 400 , 9
4705 , 600 , 10
4706 , 400 , 7
4707 , 700 , 19
4708 , 400 , 9
4709 , 900 , 15
4710 , 400 , 7
4711 , 800 , 13
4712 , 600 , 14
4713 , 400 , 11
4714 , 1000 , 12
4715 , 400 , 7
4716 , 800 , 12
4717 , 300 , 12
4718 , 600 , 9
4719 , 400 , 14
4720 , 500 , 18
4721 , 400 , 5
4722 , 500 , 15
4723 , 400 , 5
4724 , 700 , 15
4725 , 800 , 12
4726 , 500 , 11
4727 , 4200 , 4
4728 , 500 , 8
4729 , 500 , 11
4730 , 500 , 13
4731 , 400 , 8
4732 , 500 , 15
4733 , 700 , 10
4734 , 800 , 12
4735 , 600 , 11
4736 , 600 , 12
4737 , 400 , 13
4738 , 1000 , 16
4739 , 700 , 10
4740 , 600 , 16
4741 , 1000 , 18
4742 , 500 , 9
4743 , 800 , 16
4744 , 800 , 11
4745 , 600 , 11
4746 , 600 , 7
4747 , 400 , 5
4748 , 400 , 7
4749 , 1200 , 20
4750 , 800 , 15
4751 , 500 , 8
4752 , 600 , 7
4753 , 700 , 13
4754 , 600 , 12
4755 , 600 , 11
4756 , 500 , 13
4757 , 800 , 15
4758 , 800 , 19
4759 , 600 , 10
4760 , 600 , 12
4761 , 500 , 9
4762 , 800 , 12
4763 , 700 , 12
4764 , 300 , 9
4765 , 600 , 15
4766 , 500 , 6
4767 , 500 , 10
4768 , 600 , 9
4769 , 4700 , 14
4770 , 500 , 13
4771 , 400 , 14
4772 , 500 , 11
4773 , 400 , 7
4774 , 500 , 10
4775 , 700 , 20
4776 , 500 , 5
4777 , 500 , 7
4778 , 600 , 11
4779 , 600 , 12
4780 , 400 , 8
4781 , 400 , 12
4782 , 600 , 12
4783 , 500 , 11
4784 , 400 , 11
4785 , 700 , 11
4786 , 400 , 11
4787 , 500 , 12
4788 , 600 , 9
4789 , 600 , 13
4790 , 500 , 13
4791 , 1200 , 21
4792 , 700 , 12
4793 , 600 , 14
4794 , 700 , 10
4795 , 400 , 9
4796 , 1000 , 23
4797 , 800 , 13
4798 , 500 , 6
4799 , 500 , 7
4800 , 500 , 11
4801 , 500 , 10
4802 , 600 , 12
4803 , 600 , 8
4804 , 900 , 15
4805 , 800 , 15
4806 , 700 , 12
4807 , 400 , 5
4808 , 500 , 9
4809 , 600 , 8
4810 , 600 , 7
4811 , 4300 , 19
4812 , 900 , 9
4813 , 700 , 9
4814 , 500 , 19
4815 , 400 , 9
4816 , 400 , 13
4817 , 400 , 11
4818 , 1000 , 17
4819 , 700 , 14
4820 , 600 , 7
4821 , 1000 , 19
4822 , 600 , 13
4823 , 600 , 15
4824 , 900 , 11
4825 , 400 , 9
4826 , 400 , 17
4827 , 600 , 10
4828 , 800 , 12
4829 , 600 , 6
4830 , 500 , 10
4831 , 500 , 11
4832 , 500 , 9
4833 , 500 , 13
4834 , 500 , 8
4835 , 500 , 10
4836 , 400 , 10
4837 , 700 , 13
4838 , 800 , 11
4839 , 500 , 7
4840 , 900 , 15
4841 , 700 , 11
4842 , 500 , 10
4843 , 2000 , 15
4844 , 400 , 6
4845 , 800 , 17
4846 , 500 , 10
4847 , 500 , 9
4848 , 700 , 16
4849 , 400 , 8
4850 , 900 , 9
4851 , 500 , 10
4852 , 500 , 9
4853 , 900 , 15
4854 , 4800 , 8
4855 , 900 , 14
4856 , 400 , 13
4857 , 900 , 18
4858 , 400 , 8
4859 , 400 , 11
4860 , 500 , 8
4861 , 600 , 9
4862 , 400 , 9
4863 , 500 , 11
4864 , 700 , 20
4865 , 500 , 13
4866 , 900 , 12
4867 , 500 , 11
4868 , 500 , 12
4869 , 700 , 16
4870 , 400 , 8
4871 , 500 , 8
4872 , 400 , 12
4873 , 500 , 7
4874 , 900 , 10
4875 , 500 , 12
4876 , 500 , 9
4877 , 700 , 8
4878 , 500 , 10
4879 , 600 , 12
4880 , 500 , 10
4881 , 700 , 15
4882 , 700 , 16
4883 , 600 , 7
4884 , 900 , 14
4885 , 500 , 17
4886 , 400 , 10
4887 , 600 , 9
4888 , 400 , 15
4889 , 800 , 14
4890 , 500 , 14
4891 , 500 , 9
4892 , 400 , 12
4893 , 400 , 5
4894 , 600 , 14
4895 , 500 , 13
4896 , 500 , 8
4897 , 900 , 14
4898 , 400 , 14
4899 , 400 , 13
4900 , 500 , 10
4901 , 300 , 11
4902 , 600 , 15
4903 , 700 , 12
4904 , 600 , 13
4905 , 400 , 7
4906 , 400 , 13
4907 , 600 , 14
4908 , 700 , 16
4909 , 600 , 12
4910 , 400 , 11
4911 , 700 , 9
4912 , 800 , 12
4913 , 600 , 12
4914 , 400 , 9
4915 , 600 , 12
4916 , 400 , 12
4917 , 500 , 11
4918 , 600 , 13
4919 , 700 , 13
4920 , 600 , 8
4921 , 700 , 17
4922 , 600 , 12
4923 , 500 , 15
4924 , 500 , 8
4925 , 600 , 7
4926 , 400 , 5
4927 , 600 , 10
4928 , 500 , 11
4929 , 1000 , 20
4930 , 500 , 12
4931 , 900 , 12
4932 , 400 , 7
4933 , 600 , 9
4934 , 500 , 7
4935 , 800 , 10
4936 , 500 , 12
4937 , 400 , 13
4938 , 600 , 11
4939 , 500 , 7
4940 , 500 , 15
4941 , 500 , 10
4942 , 500 , 10
4943 , 500 , 17
4944 , 600 , 12
4945 , 800 , 16
4946 , 500 , 7
4947 , 400 , 12
4948 , 600 , 13
4949 , 600 , 14
4950 , 400 , 8
4951 , 500 , 2
4952 , 800 , 13
4953 , 400 , 6
4954 , 400 , 12
4955 , 700 , 13
4956 , 500 , 9
4957 , 500 , 14
4958 , 600 , 11
4959 , 700 , 11
4960 , 400 , 8
4961 , 400 , 11
4962 , 500 , 10
4963 , 900 , 16
4964 , 400 , 6
4965 , 600 , 9
4966 , 1100 , 16
4967 , 500 , 17
4968 , 300 , 7
4969 , 400 , 10
4970 , 400 , 11
4971 , 3700 , 12
4972 , 500 , 9
4973 , 1600 , 15
4974 , 1000 , 16
4975 , 700 , 12
4976 , 700 , 12
4977 , 600 , 5
4978 , 500 , 13
4979 , 700 , 10
4980 , 500 , 11
4981 , 500 , 8
4982 , 400 , 8
4983 , 500 , 9
4984 , 400 , 11
4985 , 600 , 13
4986 , 600 , 7
4987 , 400 , 12
4988 , 1300 , 16
4989 , 500 , 9
4990 , 500 , 8
4991 , 600 , 16
4992 , 5700 , 11
4993 , 300 , 6
4994 , 400 , 6
4995 , 600 , 10
4996 , 400 , 12
4997 , 500 , 12
4998 , 700 , 13
4999 , 500 , 9
5000 , 600 , 15
5001 , 900 , 14
5002 , 700 , 12
5003 , 500 , 11
5004 , 400 , 8
5005 , 500 , 5
5006 , 500 , 13
5007 , 400 , 11
5008 , 500 , 7
5009 , 400 , 9
5010 , 500 , 8
5011 , 300 , 4
5012 , 600 , 8
5013 , 2900 , 13
5014 , 600 , 11
5015 , 800 , 8
5016 , 600 , 14
5017 , 800 , 9
5018 , 500 , 11
5019 , 600 , 11
5020 , 700 , 11
5021 , 600 , 15
5022 , 500 , 8
5023 , 600 , 14
5024 , 600 , 13
5025 , 700 , 15
5026 , 800 , 15
5027 , 400 , 9
5028 , 500 , 7
5029 , 500 , 11
5030 , 500 , 8
5031 , 500 , 7
5032 , 700 , 11
5033 , 700 , 12
5034 , 400 , 9
5035 , 400 , 9
5036 , 600 , 11
5037 , 4200 , 11
5038 , 700 , 4
5039 , 500 , 10
5040 , 300 , 5
5041 , 400 , 10
5042 , 300 , 4
5043 , 500 , 15
5044 , 700 , 15
5045 , 400 , 11
5046 , 600 , 13
5047 , 600 , 14
5048 , 800 , 11
5049 , 600 , 14
5050 , 500 , 6
5051 , 400 , 9
5052 , 500 , 8
5053 , 400 , 12
5054 , 500 , 8
5055 , 400 , 10
5056 , 400 , 15
5057 , 800 , 16
5058 , 500 , 15
5059 , 600 , 5
5060 , 300 , 8
5061 , 800 , 12
5062 , 700 , 10
5063 , 1000 , 15
